company_location,company_name,company_size,industry
Australia,Predictive Systems,S,Healthcare
Austria,Cognitive Computing,M,Media
Netherlands,Cloud AI Solutions,M,Media
Sweden,Neural Networks Co,S,Consulting
India,DeepTech Ventures,L,Manufacturing
Singapore,Future Systems,M,Finance
Norway,Machine Intelligence Group,M,Manufacturing
Denmark,Quantum Computing Inc,S,Telecommunications
Ireland,DeepTech Ventures,S,Consulting
Finland,Digital Transformation LLC,M,Consulting
Netherlands,Quantum Computing Inc,L,Technology
Netherlands,TechCorp Inc,L,Consulting
Sweden,AI Innovations,L,Finance
Germany,Digital Transformation LLC,L,Technology
Austria,Machine Intelligence Group,S,Finance
India,DataVision Ltd,S,Technology
Denmark,Autonomous Tech,M,Transportation
Norway,Machine Intelligence Group,L,Finance
Singapore,DataVision Ltd,S,Energy
Germany,TechCorp Inc,L,Manufacturing
Ireland,DataVision Ltd,L,Automotive
Israel,Predictive Systems,L,Telecommunications
Austria,Predictive Systems,L,Telecommunications
United Kingdom,Neural Networks Co,L,Automotive
Norway,Machine Intelligence Group,M,Government
Netherlands,Algorithmic Solutions,S,Media
Norway,Algorithmic Solutions,L,Retail
Japan,Cognitive Computing,M,Consulting
Sweden,Autonomous Tech,L,Retail
Ireland,Autonomous Tech,L,Technology
United Kingdom,Neural Networks Co,S,Healthcare
Sweden,Quantum Computing Inc,M,Technology
China,Quantum Computing Inc,M,Retail
Ireland,Algorithmic Solutions,L,Energy
France,Predictive Systems,S,Real Estate
India,Quantum Computing Inc,S,Education
France,Quantum Computing Inc,M,Transportation
Switzerland,AI Innovations,M,Media
Germany,DeepTech Ventures,S,Real Estate
Canada,Neural Networks Co,L,Technology
Switzerland,TechCorp Inc,M,Government
Switzerland,Algorithmic Solutions,S,Automotive
Ireland,Future Systems,M,Automotive
Ireland,Smart Analytics,S,Manufacturing
Ireland,Autonomous Tech,L,Manufacturing
India,Quantum Computing Inc,S,Healthcare
China,Quantum Computing Inc,M,Government
Israel,Quantum Computing Inc,L,Retail
Switzerland,Future Systems,S,Finance
Germany,Neural Networks Co,M,Technology
France,Machine Intelligence Group,L,Energy
Canada,Algorithmic Solutions,S,Energy
Japan,DataVision Ltd,L,Government
Japan,Advanced Robotics,L,Telecommunications
Finland,AI Innovations,S,Manufacturing
Australia,Neural Networks Co,M,Consulting
Ireland,Neural Networks Co,M,Finance
Sweden,AI Innovations,S,Energy
Norway,Predictive Systems,S,Education
Austria,Autonomous Tech,M,Technology
Switzerland,Neural Networks Co,L,Telecommunications
Norway,Predictive Systems,S,Media
Japan,Future Systems,M,Media
United Kingdom,Predictive Systems,L,Healthcare
Norway,DeepTech Ventures,M,Manufacturing
Canada,Digital Transformation LLC,L,Finance
United Kingdom,Algorithmic Solutions,M,Real Estate
Australia,Predictive Systems,L,Retail
South Korea,Digital Transformation LLC,L,Automotive
Germany,DataVision Ltd,S,Consulting
India,Digital Transformation LLC,S,Transportation
India,Algorithmic Solutions,S,Technology
Israel,TechCorp Inc,L,Transportation
Canada,Cloud AI Solutions,S,Finance
Ireland,DataVision Ltd,S,Technology
China,Cloud AI Solutions,L,Finance
China,Cognitive Computing,S,Healthcare
Denmark,Advanced Robotics,M,Energy
Denmark,Advanced Robotics,M,Consulting
Norway,Advanced Robotics,M,Healthcare
Netherlands,Machine Intelligence Group,S,Automotive
Ireland,Digital Transformation LLC,L,Technology
United Kingdom,Predictive Systems,L,Consulting
Switzerland,Cognitive Computing,M,Manufacturing
Singapore,Quantum Computing Inc,L,Manufacturing
Norway,AI Innovations,L,Real Estate
Germany,Predictive Systems,L,Manufacturing
China,Algorithmic Solutions,M,Real Estate
United States,Cloud AI Solutions,S,Automotive
Canada,Cloud AI Solutions,L,Manufacturing
Japan,Digital Transformation LLC,M,Retail
Switzerland,Digital Transformation LLC,M,Healthcare
Germany,Advanced Robotics,L,Healthcare
Singapore,Machine Intelligence Group,L,Energy
United Kingdom,AI Innovations,S,Automotive
Netherlands,Cognitive Computing,S,Telecommunications
Canada,Smart Analytics,M,Finance
United Kingdom,AI Innovations,M,Retail
Germany,Cloud AI Solutions,S,Manufacturing
Austria,AI Innovations,L,Retail
Japan,Neural Networks Co,L,Retail
Netherlands,Cloud AI Solutions,L,Healthcare
Norway,AI Innovations,M,Technology
India,DeepTech Ventures,L,Energy
Netherlands,Cloud AI Solutions,L,Transportation
Singapore,Digital Transformation LLC,L,Media
Sweden,Autonomous Tech,M,Technology
Canada,Neural Networks Co,S,Government
Switzerland,Digital Transformation LLC,L,Manufacturing
Finland,Cognitive Computing,L,Education
Japan,TechCorp Inc,L,Retail
India,Neural Networks Co,S,Transportation
France,Algorithmic Solutions,L,Energy
Germany,Cloud AI Solutions,S,Media
Netherlands,DeepTech Ventures,L,Finance
India,Advanced Robotics,S,Media
Sweden,Algorithmic Solutions,M,Real Estate
Singapore,TechCorp Inc,L,Consulting
Israel,Neural Networks Co,S,Automotive
Austria,Quantum Computing Inc,M,Transportation
Japan,Future Systems,M,Energy
Finland,Cognitive Computing,M,Healthcare
Finland,DeepTech Ventures,M,Gaming
Israel,Machine Intelligence Group,L,Manufacturing
Austria,Quantum Computing Inc,S,Education
Switzerland,Autonomous Tech,M,Telecommunications
Australia,Smart Analytics,L,Real Estate
Germany,Smart Analytics,S,Transportation
China,DataVision Ltd,S,Government
Denmark,Digital Transformation LLC,S,Manufacturing
United Kingdom,Neural Networks Co,M,Transportation
Austria,Autonomous Tech,S,Manufacturing
United Kingdom,AI Innovations,S,Telecommunications
China,Cognitive Computing,S,Automotive
Netherlands,Machine Intelligence Group,L,Real Estate
Singapore,Cloud AI Solutions,S,Automotive
Israel,Predictive Systems,L,Consulting
Sweden,DataVision Ltd,L,Government
Switzerland,Digital Transformation LLC,M,Telecommunications
Israel,AI Innovations,S,Transportation
Switzerland,DeepTech Ventures,L,Media
United States,Algorithmic Solutions,L,Technology
Switzerland,Cognitive Computing,L,Telecommunications
China,Smart Analytics,S,Education
Switzerland,Cognitive Computing,M,Energy
Sweden,Neural Networks Co,M,Finance
Canada,Machine Intelligence Group,L,Manufacturing
Finland,Predictive Systems,L,Gaming
China,Neural Networks Co,L,Healthcare
United States,Smart Analytics,M,Gaming
Ireland,Digital Transformation LLC,L,Telecommunications
United States,AI Innovations,S,Finance
Netherlands,TechCorp Inc,S,Automotive
China,AI Innovations,S,Manufacturing
Norway,AI Innovations,L,Technology
Norway,Digital Transformation LLC,S,Media
Germany,Predictive Systems,S,Retail
Sweden,AI Innovations,S,Healthcare
India,TechCorp Inc,S,Transportation
Japan,Cloud AI Solutions,L,Real Estate
Finland,DeepTech Ventures,S,Consulting
Canada,Future Systems,L,Energy
Switzerland,Machine Intelligence Group,L,Retail
Germany,Digital Transformation LLC,L,Energy
Israel,Future Systems,L,Real Estate
Switzerland,Digital Transformation LLC,S,Consulting
United Kingdom,Machine Intelligence Group,M,Government
United States,Autonomous Tech,M,Healthcare
China,TechCorp Inc,M,Technology
India,Smart Analytics,L,Transportation
Israel,Cognitive Computing,L,Healthcare
Singapore,AI Innovations,L,Transportation
France,Cloud AI Solutions,S,Government
Australia,Future Systems,M,Gaming
India,TechCorp Inc,S,Automotive
United States,Future Systems,S,Energy
Australia,Neural Networks Co,S,Manufacturing
Netherlands,DeepTech Ventures,L,Transportation
South Korea,Autonomous Tech,L,Gaming
Israel,Neural Networks Co,S,Transportation
India,DataVision Ltd,L,Manufacturing
Netherlands,Digital Transformation LLC,L,Media
Austria,Autonomous Tech,S,Technology
Switzerland,Algorithmic Solutions,S,Real Estate
South Korea,DataVision Ltd,M,Transportation
Israel,Predictive Systems,S,Government
Austria,Autonomous Tech,S,Telecommunications
Sweden,Predictive Systems,L,Consulting
Denmark,DataVision Ltd,M,Government
Sweden,Neural Networks Co,L,Finance
United States,Smart Analytics,L,Consulting
Ireland,Cognitive Computing,S,Automotive
Norway,Advanced Robotics,L,Transportation
United Kingdom,Neural Networks Co,S,Education
Israel,Machine Intelligence Group,S,Gaming
Germany,Neural Networks Co,S,Telecommunications
Finland,TechCorp Inc,M,Telecommunications
Singapore,Advanced Robotics,L,Transportation
Australia,Machine Intelligence Group,L,Transportation
Netherlands,Machine Intelligence Group,L,Retail
India,Future Systems,M,Automotive
India,AI Innovations,L,Telecommunications
Austria,Future Systems,M,Media
Netherlands,Quantum Computing Inc,S,Retail
Finland,Neural Networks Co,S,Energy
China,Machine Intelligence Group,M,Manufacturing
China,Neural Networks Co,L,Media
Austria,Quantum Computing Inc,L,Gaming
Finland,Cloud AI Solutions,L,Healthcare
Canada,Predictive Systems,L,Real Estate
United Kingdom,Cloud AI Solutions,S,Finance
United Kingdom,Machine Intelligence Group,M,Retail
Australia,Digital Transformation LLC,S,Healthcare
United Kingdom,Advanced Robotics,S,Transportation
Israel,Cognitive Computing,S,Technology
China,DataVision Ltd,M,Consulting
Norway,Neural Networks Co,L,Government
Canada,Autonomous Tech,L,Government
Denmark,TechCorp Inc,L,Telecommunications
Ireland,AI Innovations,S,Technology
India,Machine Intelligence Group,S,Technology
Austria,DeepTech Ventures,M,Consulting
Canada,Advanced Robotics,M,Healthcare
Switzerland,Neural Networks Co,M,Media
Singapore,Cognitive Computing,S,Energy
Denmark,Predictive Systems,L,Technology
Japan,Autonomous Tech,S,Technology
Finland,Cloud AI Solutions,S,Retail
United States,AI Innovations,S,Education
India,Cognitive Computing,L,Automotive
Singapore,Digital Transformation LLC,L,Government
France,Future Systems,L,Government
Australia,Machine Intelligence Group,S,Education
Sweden,Smart Analytics,L,Finance
United States,DataVision Ltd,M,Transportation
Denmark,Predictive Systems,L,Real Estate
Finland,Smart Analytics,M,Transportation
United Kingdom,Future Systems,L,Telecommunications
Denmark,DeepTech Ventures,S,Telecommunications
Austria,Digital Transformation LLC,L,Government
India,TechCorp Inc,S,Technology
Netherlands,Autonomous Tech,L,Education
France,Advanced Robotics,S,Transportation
Netherlands,Quantum Computing Inc,M,Gaming
Japan,Smart Analytics,S,Consulting
Norway,Machine Intelligence Group,L,Automotive
Ireland,Machine Intelligence Group,M,Automotive
Australia,Smart Analytics,M,Government
Germany,Advanced Robotics,S,Media
South Korea,Predictive Systems,L,Automotive
Denmark,Predictive Systems,M,Real Estate
United States,Autonomous Tech,L,Technology
South Korea,DeepTech Ventures,M,Technology
Netherlands,Machine Intelligence Group,L,Automotive
Israel,TechCorp Inc,M,Technology
United States,DeepTech Ventures,S,Education
China,Cognitive Computing,M,Transportation
China,Autonomous Tech,S,Healthcare
Australia,DeepTech Ventures,S,Real Estate
Switzerland,Machine Intelligence Group,S,Government
Norway,Advanced Robotics,L,Energy
China,Digital Transformation LLC,M,Automotive
Singapore,Neural Networks Co,L,Healthcare
Switzerland,Neural Networks Co,S,Telecommunications
Israel,Advanced Robotics,S,Media
Finland,Advanced Robotics,M,Manufacturing
France,DataVision Ltd,L,Transportation
Australia,Cloud AI Solutions,L,Manufacturing
China,Algorithmic Solutions,M,Finance
Israel,AI Innovations,S,Retail
Switzerland,Algorithmic Solutions,L,Healthcare
Austria,Smart Analytics,M,Automotive
Japan,Smart Analytics,L,Transportation
India,Digital Transformation LLC,L,Telecommunications
Ireland,DeepTech Ventures,S,Education
Netherlands,Smart Analytics,M,Energy
Canada,Predictive Systems,L,Healthcare
Australia,Predictive Systems,M,Retail
France,DeepTech Ventures,M,Consulting
Switzerland,DataVision Ltd,M,Healthcare
India,Neural Networks Co,S,Government
France,Digital Transformation LLC,L,Transportation
Ireland,TechCorp Inc,L,Automotive
China,Digital Transformation LLC,M,Education
Denmark,TechCorp Inc,L,Consulting
Ireland,Cognitive Computing,S,Transportation
India,Autonomous Tech,M,Government
United Kingdom,AI Innovations,M,Manufacturing
Israel,Smart Analytics,L,Consulting
Singapore,Advanced Robotics,M,Transportation
Canada,Quantum Computing Inc,L,Education
Israel,Cloud AI Solutions,S,Automotive
Austria,Cognitive Computing,L,Media
India,Smart Analytics,S,Education
Finland,Cloud AI Solutions,M,Telecommunications
India,AI Innovations,L,Healthcare
India,TechCorp Inc,S,Healthcare
Japan,Machine Intelligence Group,M,Transportation
India,Autonomous Tech,M,Education
South Korea,Cognitive Computing,M,Finance
Netherlands,TechCorp Inc,M,Media
Netherlands,Smart Analytics,L,Gaming
Sweden,Neural Networks Co,M,Gaming
France,Cognitive Computing,M,Retail
Austria,Cognitive Computing,S,Retail
Netherlands,Predictive Systems,S,Technology
India,Neural Networks Co,M,Media
Israel,Future Systems,L,Education
Japan,TechCorp Inc,L,Technology
Ireland,Quantum Computing Inc,M,Retail
Austria,Cloud AI Solutions,L,Technology
Canada,Machine Intelligence Group,S,Real Estate
Norway,AI Innovations,S,Energy
France,Algorithmic Solutions,S,Retail
India,Algorithmic Solutions,M,Education
Australia,Cognitive Computing,S,Telecommunications
China,Machine Intelligence Group,S,Media
Ireland,Cloud AI Solutions,M,Real Estate
Germany,Cognitive Computing,M,Retail
Sweden,Cloud AI Solutions,L,Automotive
Singapore,TechCorp Inc,S,Finance
India,Autonomous Tech,S,Automotive
India,Machine Intelligence Group,M,Transportation
Norway,AI Innovations,L,Gaming
Australia,DataVision Ltd,S,Consulting
Norway,Cloud AI Solutions,L,Transportation
Denmark,Algorithmic Solutions,S,Consulting
Netherlands,DeepTech Ventures,M,Automotive
Canada,Machine Intelligence Group,S,Retail
Canada,Advanced Robotics,L,Government
South Korea,Advanced Robotics,M,Finance
Switzerland,TechCorp Inc,S,Technology
United States,Algorithmic Solutions,L,Healthcare
India,Advanced Robotics,L,Media
United States,Autonomous Tech,M,Technology
India,Machine Intelligence Group,L,Education
Austria,Cloud AI Solutions,L,Government
Canada,Quantum Computing Inc,S,Finance
Australia,Cloud AI Solutions,M,Energy
Ireland,Quantum Computing Inc,M,Healthcare
Germany,DeepTech Ventures,S,Government
United Kingdom,AI Innovations,M,Transportation
Denmark,Future Systems,L,Technology
France,Predictive Systems,S,Manufacturing
Israel,Digital Transformation LLC,M,Government
Finland,Quantum Computing Inc,M,Retail
Singapore,Machine Intelligence Group,S,Real Estate
India,Cloud AI Solutions,S,Technology
Norway,Autonomous Tech,M,Transportation
Canada,Advanced Robotics,S,Education
Ireland,Predictive Systems,S,Government
Singapore,DataVision Ltd,L,Gaming
United Kingdom,Autonomous Tech,L,Retail
Israel,Future Systems,L,Gaming
Denmark,Future Systems,S,Government
Australia,Predictive Systems,L,Gaming
Germany,Advanced Robotics,M,Healthcare
Denmark,Smart Analytics,L,Gaming
Norway,Algorithmic Solutions,L,Real Estate
Sweden,Neural Networks Co,L,Telecommunications
Finland,Predictive Systems,L,Transportation
Singapore,DataVision Ltd,L,Telecommunications
Switzerland,DeepTech Ventures,M,Telecommunications
Switzerland,Algorithmic Solutions,L,Education
Ireland,Quantum Computing Inc,L,Government
Norway,Algorithmic Solutions,L,Healthcare
Singapore,Smart Analytics,M,Finance
Singapore,Algorithmic Solutions,M,Consulting
India,Advanced Robotics,M,Media
Switzerland,Future Systems,L,Manufacturing
Switzerland,Cloud AI Solutions,S,Consulting
South Korea,DataVision Ltd,L,Automotive
Sweden,Autonomous Tech,S,Consulting
Canada,Neural Networks Co,M,Media
Canada,TechCorp Inc,M,Manufacturing
Austria,Predictive Systems,L,Government
United States,AI Innovations,L,Technology
Denmark,Neural Networks Co,S,Automotive
Norway,Neural Networks Co,M,Telecommunications
Japan,Future Systems,S,Technology
Japan,TechCorp Inc,S,Consulting
France,Neural Networks Co,S,Transportation
South Korea,TechCorp Inc,S,Energy
Switzerland,Advanced Robotics,L,Real Estate
United Kingdom,DeepTech Ventures,L,Retail
Israel,Future Systems,M,Retail
Germany,Cognitive Computing,S,Gaming
Australia,Neural Networks Co,L,Gaming
Norway,Autonomous Tech,M,Education
South Korea,Autonomous Tech,S,Manufacturing
Canada,Digital Transformation LLC,L,Media
China,Predictive Systems,S,Real Estate
Sweden,Future Systems,M,Retail
Finland,Advanced Robotics,L,Media
Ireland,DeepTech Ventures,L,Healthcare
Switzerland,Autonomous Tech,S,Retail
Ireland,Machine Intelligence Group,S,Government
United States,TechCorp Inc,L,Energy
Ireland,DataVision Ltd,M,Transportation
Austria,DeepTech Ventures,M,Retail
Japan,Cloud AI Solutions,L,Finance
Australia,Advanced Robotics,M,Healthcare
Australia,Autonomous Tech,L,Government
Israel,Machine Intelligence Group,M,Gaming
Japan,Machine Intelligence Group,L,Manufacturing
Germany,Algorithmic Solutions,S,Education
Netherlands,Quantum Computing Inc,S,Finance
Austria,AI Innovations,L,Consulting
India,Neural Networks Co,L,Education
United States,Algorithmic Solutions,S,Energy
United States,Predictive Systems,M,Media
Ireland,TechCorp Inc,S,Manufacturing
United Kingdom,Quantum Computing Inc,L,Real Estate
China,DataVision Ltd,S,Consulting
Canada,Cognitive Computing,M,Healthcare
Singapore,Future Systems,L,Government
Austria,Algorithmic Solutions,M,Government
Netherlands,Cognitive Computing,M,Finance
Ireland,Cloud AI Solutions,M,Healthcare
France,Cloud AI Solutions,L,Energy
China,DeepTech Ventures,L,Automotive
