show_id,type,title,release_year,rating,duration,duration_int,duration_type,genres,platform
n3606,TV Show,The Family,2019,TV-14,1 Season,1,season,['Documentary'],Netflix
n3607,TV Show,Bad Guys,2014,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3608,TV Show,Dollar,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3609,TV Show,Jane The Virgin,2019,TV-14,5 Seasons,5,season,['Drama'],Netflix
n3610,TV Show,Let's Eat 2,2015,TV-MA,1 Season,1,season,['International'],Netflix
n3611,TV Show,Let’s Eat,2013,TV-PG,1 Season,1,season,['International'],Netflix
n3612,TV Show,Misaeng,2014,TV-MA,1 Season,1,season,['International'],Netflix
n3613,TV Show,Oh My Ghost,2015,TV-MA,1 Season,1,season,['International'],Netflix
n3614,TV Show,Reply 1994,2014,TV-MA,1 Season,1,season,['International'],Netflix
n3615,TV Show,Reply 1997,2012,TV-MA,1 Season,1,season,['International'],Netflix
n3616,TV Show,Wu Assassins,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3617,Movie,Badla,2019,TV-14,117 min,117,min,['International'],Netflix
n3618,Movie,Theo Von: No Offense,2016,TV-MA,67 min,67,min,['Comedy'],Netflix
n3619,Movie,Crazy Beautiful You,2015,TV-14,114 min,114,min,['Comedy'],Netflix
n3620,Movie,I'm Brent Morin,2015,TV-MA,67 min,67,min,['Comedy'],Netflix
n3621,Movie,Jim Jefferies : BARE,2014,TV-MA,77 min,77,min,['Comedy'],Netflix
n3622,Movie,Screwball,2018,TV-MA,105 min,105,min,['Documentary'],Netflix
n3623,Movie,Sebastian Maniscalco: Why Would You Do That,2016,TV-MA,63 min,63,min,['Comedy'],Netflix
n3624,Movie,Enter the Anime,2019,TV-MA,59 min,59,min,['Documentary'],Netflix
n3625,TV Show,No Good Nick,2019,TV-PG,2 Seasons,2,season,"['""Kids TV""']",Netflix
n3626,Movie,No One Will Ever Know,2017,TV-MA,102 min,102,min,['Drama'],Netflix
n3627,Movie,Misfit,2017,TV-14,81 min,81,min,['Kids'],Netflix
n3628,TV Show,Basketball or Nothing,2019,TV-PG,1 Season,1,season,['Documentary'],Netflix
n3629,Movie,Léa & I,2019,TV-MA,84 min,84,min,['Documentary'],Netflix
n3630,Movie,Otherhood,2019,R,101 min,101,min,['Comedy'],Netflix
n3631,Movie,Uriyadi 2,2019,TV-14,116 min,116,min,['Drama'],Netflix
n3632,Movie,Manu,2018,TV-14,177 min,177,min,['Drama'],Netflix
n3633,TV Show,Sleepless Society: Nyctophobia,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3634,TV Show,The Letdown,2019,TV-MA,2 Seasons,2,season,['International'],Netflix
n3635,Movie,The Red Sea Diving Resort,2019,TV-MA,130 min,130,min,['Drama'],Netflix
n3636,Movie,Whitney Cummings: Can I Touch It?,2019,TV-MA,59 min,59,min,['Comedy'],Netflix
n3637,TV Show,Twelve Forever,2019,TV-PG,1 Season,1,season,"['""Kids TV""']",Netflix
n3638,Movie,Boi,2018,TV-MA,111 min,111,min,['Drama'],Netflix
n3639,Movie,Eerie,2019,TV-14,100 min,100,min,['Horror'],Netflix
n3640,Movie,Girls With Balls,2019,TV-MA,77 min,77,min,['Comedy'],Netflix
n3641,TV Show,My First First Love,2019,TV-14,2 Seasons,2,season,['International'],Netflix
n3642,Movie,The Son,2019,TV-MA,93 min,93,min,['Drama'],Netflix
n3643,TV Show,Another Life,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3644,Movie,The Great Hack,2019,TV-MA,114 min,114,min,['Documentary'],Netflix
n3645,TV Show,Beat Bugs,2018,TV-Y,3 Seasons,3,season,"['""Kids TV""']",Netflix
n3646,Movie,D.L. Hughley: Contrarian,2018,TV-MA,58 min,58,min,['Comedy'],Netflix
n3647,Movie,Demetri Martin: The Overthinker,2018,TV-MA,56 min,56,min,['Comedy'],Netflix
n3648,Movie,The Beast Stalker,2008,TV-14,110 min,110,min,['Action/Thriller'],Netflix
n3649,Movie,The Midas Touch,2013,TV-14,98 min,98,min,['Comedy'],Netflix
n3650,Movie,The Twins Effect II,2004,TV-14,106 min,106,min,['Action/Thriller'],Netflix
n3651,Movie,Twins Mission,2007,TV-MA,102 min,102,min,['Action/Thriller'],Netflix
n3652,TV Show,Sexy Central,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3653,Movie,"¡Ay, mi madre!",2019,TV-MA,81 min,81,min,['Comedy'],Netflix
n3654,TV Show,Comedians in Cars Getting Coffee,2019,TV-14,6 Seasons,6,season,['Comedy'],Netflix
n3655,TV Show,The Epic Tales of Captain Underpants,2019,TV-Y7,3 Seasons,3,season,"['""Kids TV""']",Netflix
n3656,TV Show,Typewriter,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3657,TV Show,Rookie Historian Goo Hae-Ryung,2019,TV-14,1 Season,1,season,['International'],Netflix
n3658,Movie,Secret Obsession,2019,TV-14,98 min,98,min,['Action/Thriller'],Netflix
n3659,Movie,Mauli,2018,TV-14,136 min,136,min,['Action/Thriller'],Netflix
n3660,TV Show,Pinky Malinky,2019,TV-Y7,3 Seasons,3,season,"['""Kids TV""']",Netflix
n3661,TV Show,Unrequited Love,2019,TV-14,1 Season,1,season,['International'],Netflix
n3662,Movie,Bogda,2018,TV-PG,161 min,161,min,['Drama'],Netflix
n3663,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",2019,TV-14,32 min,32,min,['Comedy'],Netflix
n3664,TV Show,Angel Beats!,2010,TV-PG,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3665,TV Show,Anohana: The Flower We Saw That Day,2011,TV-14,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3666,TV Show,God Eater,2015,TV-14,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3667,TV Show,GRANBLUE FANTASY the Animation,2017,TV-PG,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3668,TV Show,3Below: Tales of Arcadia,2019,TV-Y7,2 Seasons,2,season,"['""Kids TV""']",Netflix
n3669,Movie,4L,2019,TV-MA,105 min,105,min,['Comedy'],Netflix
n3670,TV Show,Bonus Family,2019,TV-MA,3 Seasons,3,season,['International'],Netflix
n3671,Movie,Cities of Last Things,2018,TV-MA,106 min,106,min,['Drama'],Netflix
n3672,TV Show,Extreme Engagement,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3673,Movie,Kidnapping Stella,2019,TV-MA,90 min,90,min,['Drama'],Netflix
n3674,TV Show,One Spring Night,2019,TV-14,1 Season,1,season,['International'],Netflix
n3675,TV Show,PILI Fantasy: War of Dragons,2019,TV-14,1 Season,1,season,['International'],Netflix
n3676,Movie,Point Blank,2019,TV-MA,87 min,87,min,['Action/Thriller'],Netflix
n3677,Movie,The Milk System,2017,TV-14,91 min,91,min,['Documentary'],Netflix
n3678,TV Show,True Tunes,2019,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n3679,Movie,Parchís: the Documentary,2019,TV-14,106 min,106,min,['Documentary'],Netflix
n3680,Movie,Aziz Ansari: RIGHT NOW,2019,TV-MA,65 min,65,min,['Comedy'],Netflix
n3681,TV Show,Free Rein,2019,TV-G,3 Seasons,3,season,['International'],Netflix
n3682,Movie,"River, el más grande siempre",2019,TV-G,105 min,105,min,['Documentary'],Netflix
n3683,TV Show,The Legend of White Snake,2019,TV-14,1 Season,1,season,['International'],Netflix
n3684,Movie,Cristina,2016,TV-14,40 min,40,min,['Documentary'],Netflix
n3685,TV Show,Kakegurui,2019,TV-MA,2 Seasons,2,season,['International'],Netflix
n3686,TV Show,Stranger Things,2019,TV-14,3 Seasons,3,season,['Horror'],Netflix
n3687,TV Show,The Last Czars,2019,TV-MA,1 Season,1,season,['Documentary'],Netflix
n3688,TV Show,Yummy Mummies,2019,TV-MA,2 Seasons,2,season,['International'],Netflix
n3689,TV Show,Bangkok Love Stories: Objects of Affection,2019,TV-14,1 Season,1,season,['International'],Netflix
n3690,TV Show,Bangkok Love Stories: Plead,2019,TV-14,1 Season,1,season,['International'],Netflix
n3691,TV Show,Designated Survivor: 60 Days,2019,TV-14,1 Season,1,season,['International'],Netflix
n3692,TV Show,DreamWorks Kung Fu Panda Awesome Secrets,2008,TV-PG,1 Season,1,season,"['""Kids TV""']",Netflix
n3693,TV Show,Hatchimals | Adventures in Hatchtopia,2018,TV-Y,2 Seasons,2,season,"['""Kids TV""']",Netflix
n3694,Movie,Katherine Ryan: Glitter Room,2019,TV-MA,66 min,66,min,['Comedy'],Netflix
n3695,TV Show,Molang,2015,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n3696,TV Show,Rabbids Invasion,2018,TV-Y7,1 Season,1,season,"['""Kids TV""']",Netflix
n3697,TV Show,Record of Grancrest War,2018,TV-MA,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3698,Movie,War Against Women,2013,TV-MA,61 min,61,min,['Documentary'],Netflix
n3699,Movie,Inhuman Kiss,2019,TV-MA,122 min,122,min,['Horror'],Netflix
n3700,Movie,Romeo Akbar Walter,2019,TV-14,141 min,141,min,['Drama'],Netflix
n3701,TV Show,Scare Tactics,2011,TV-MA,2 Seasons,2,season,['Reality'],Netflix
n3702,Movie,Super Deluxe,2019,TV-MA,176 min,176,min,['Comedy'],Netflix
n3703,TV Show,Dope,2019,TV-MA,3 Seasons,3,season,['Action/Thriller'],Netflix
n3704,Movie,El testigo,2018,TV-14,73 min,73,min,['Documentary'],Netflix
n3705,TV Show,Exhibit A,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3706,TV Show,Instant Hotel,2019,TV-MA,2 Seasons,2,season,['International'],Netflix
n3707,Movie,La Leyenda del Diamante,2017,TV-MA,87 min,87,min,['Action/Thriller'],Netflix
n3708,TV Show,Motown Magic,2019,TV-Y,2 Seasons,2,season,"['""Kids TV""']",Netflix
n3709,TV Show,Paquita Salas,2018,TV-MA,3 Seasons,3,season,['International'],Netflix
n3710,Movie,ANIMA,2019,TV-PG,15 min,15,min,['Drama'],Netflix
n3711,TV Show,Answer for Heaven,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3712,Movie,Daniel Sosa: Maleducado,2019,TV-MA,55 min,55,min,['Comedy'],Netflix
n3713,Movie,Hikaru Utada Laughter in the Dark Tour 2018,2018,TV-PG,141 min,141,min,['International'],Netflix
n3714,Movie,Kahaani,2012,TV-14,122 min,122,min,['International'],Netflix
n3715,Movie,Unbroken,2019,TV-14,109 min,109,min,['Documentary'],Netflix
n3716,Movie,Mike Epps: Only One Mike,2019,TV-MA,63 min,63,min,['Comedy'],Netflix
n3717,TV Show,Forest of Piano,2019,TV-14,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3718,Movie,Triple Threat,2019,R,96 min,96,min,['Action/Thriller'],Netflix
n3719,Movie,Blood Will Tell,2019,TV-MA,113 min,113,min,['Drama'],Netflix
n3720,TV Show,Bolívar,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3721,Movie,EVANGELION: DEATH (TRUE)²,1998,TV-MA,69 min,69,min,['Action/Thriller'],Netflix
n3722,TV Show,Girls Incarcerated,2019,TV-MA,2 Seasons,2,season,['Documentary'],Netflix
n3723,TV Show,Go! Live Your Way,2019,TV-PG,2 Seasons,2,season,"['""Kids TV""']",Netflix
n3724,TV Show,Magi: The Labyrinth of Magic,2013,TV-MA,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3725,TV Show,Neon Genesis Evangelion,1995,TV-MA,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3726,TV Show,Shooter,2018,TV-14,3 Seasons,3,season,['Action/Thriller'],Netflix
n3727,TV Show,The Casketeers,2019,TV-14,2 Seasons,2,season,['International'],Netflix
n3728,TV Show,The Confession Tapes,2019,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n3729,Movie,The End of Evangelion,1997,TV-MA,87 min,87,min,['Action/Thriller'],Netflix
n3730,Movie,Rakkhosh,2019,TV-MA,116 min,116,min,['Horror'],Netflix
n3731,Movie,The Wolf's Call,2019,TV-14,116 min,116,min,['Drama'],Netflix
n3732,Movie,Beats,2019,TV-MA,110 min,110,min,['Drama'],Netflix
n3733,Movie,The Edge of Democracy,2019,TV-14,122 min,122,min,['Documentary'],Netflix
n3734,Movie,Adam Devine: Best Time of Our Lives,2019,TV-MA,59 min,59,min,['Comedy'],Netflix
n3735,Movie,Cop Car,2015,R,88 min,88,min,['Action/Thriller'],Netflix
n3736,Movie,Right Here Right Now,2018,TV-MA,91 min,91,min,['Comedy'],Netflix
n3737,TV Show,Fate/Zero,2012,TV-MA,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3738,TV Show,Kill la Kill,2014,TV-MA,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3739,Movie,Life Overtakes Me,2019,TV-PG,40 min,40,min,['Documentary'],Netflix
n3740,Movie,Luckee,2019,TV-14,113 min,113,min,['Comedy'],Netflix
n3741,Movie,Pihu,2018,TV-14,90 min,90,min,['Drama'],Netflix
n3742,TV Show,Puella Magi Madoka Magica,2011,TV-14,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3743,TV Show,Somewhere Only We Know,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3744,TV Show,The Alcàsser Murders,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3745,TV Show,Unit 42,2017,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3746,TV Show,Awake: The Million Dollar Game,2019,TV-PG,1 Season,1,season,['Reality'],Netflix
n3747,TV Show,Black Spot,2019,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n3748,Movie,DJ Cinderella,2019,TV-PG,95 min,95,min,['Kids'],Netflix
n3749,TV Show,El desconocido,2019,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n3750,TV Show,Girlfriends' Guide to Divorce,2019,TV-MA,5 Seasons,5,season,['Comedy'],Netflix
n3751,TV Show,Leila,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3752,TV Show,Marlon,2018,TV-14,2 Seasons,2,season,['Comedy'],Netflix
n3753,TV Show,Marvel's Jessica Jones,2019,TV-MA,3 Seasons,3,season,['Action/Thriller'],Netflix
n3754,Movie,Murder Mystery,2019,PG-13,98 min,98,min,['Comedy'],Netflix
n3755,TV Show,Yankee,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3756,TV Show,Jinn,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3757,Movie,Oprah Presents When They See Us Now,2019,TV-PG,61 min,61,min,['Documentary'],Netflix
n3758,Movie,The 3rd Eye 2,2019,TV-MA,117 min,117,min,['Horror'],Netflix
n3759,Movie,Jo Koy: Comin' In Hot,2019,TV-MA,60 min,60,min,['Comedy'],Netflix
n3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,TV-MA,142 min,142,min,['Documentary'],Netflix
n3761,TV Show,Upin & Ipin,2011,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n3762,Movie,Belmonte,2018,TV-MA,74 min,74,min,['Drama'],Netflix
n3763,TV Show,Designated Survivor,2019,TV-MA,3 Seasons,3,season,['Action/Thriller'],Netflix
n3764,Movie,Elisa & Marcela,2019,TV-MA,119 min,119,min,['Drama'],Netflix
n3765,Movie,I Am Mother,2019,TV-PG,114 min,114,min,['International'],Netflix
n3766,Movie,Luka Chuppi,2019,TV-PG,125 min,125,min,['Comedy'],Netflix
n3767,Movie,Pachamama,2019,PG,71 min,71,min,['Kids'],Netflix
n3768,Movie,Rock My Heart,2019,TV-PG,110 min,110,min,['Kids'],Netflix
n3769,Movie,Stree,2018,TV-MA,127 min,127,min,['Comedy'],Netflix
n3770,TV Show,Super Monsters Monster Pets,2019,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n3771,TV Show,Tales of the City,2019,TV-MA,1 Season,1,season,['Drama'],Netflix
n3772,Movie,The Black Godfather,2019,TV-MA,118 min,118,min,['Documentary'],Netflix
n3773,Movie,Alles ist gut,2019,TV-MA,90 min,90,min,['Drama'],Netflix
n3774,Movie,A Silent Voice,2016,TV-14,130 min,130,min,['Sci-Fi/Fantasy'],Netflix
n3775,TV Show,Black Mirror,2019,TV-MA,5 Seasons,5,season,['International'],Netflix
n3776,Movie,Cosmos Laundromat: First Cycle,2015,TV-MA,12 min,12,min,['Drama'],Netflix
n3777,Movie,Miranda Sings Live…Your Welcome,2019,TV-14,62 min,62,min,['Comedy'],Netflix
n3778,Movie,Silent,2014,TV-Y,3 min,3,min,['Kids'],Netflix
n3779,TV Show,Documentary Now!,2019,TV-14,3 Seasons,3,season,['Comedy'],Netflix
n3780,TV Show,Malibu Rescue: The Series,2019,TV-G,1 Season,1,season,"['""Kids TV""']",Netflix
n3781,TV Show,Arthdal Chronicles,2019,TV-MA,1 Season,1,season,['International'],Netflix
n3782,Movie,Krutant,2019,TV-14,114 min,114,min,['Drama'],Netflix
n3783,TV Show,A Thousand Goodnights,2019,TV-14,1 Season,1,season,['International'],Netflix
n3784,Movie,III Smoking Barrels,2017,TV-MA,128 min,128,min,['Drama'],Netflix
n3785,TV Show,March Comes in Like a Lion,2017,TV-14,2 Seasons,2,season,['Sci-Fi/Fantasy'],Netflix
n3786,Movie,"Oh, Ramona!",2019,TV-MA,109 min,109,min,['Comedy'],Netflix
n3787,Movie,We Are Legends,2019,TV-14,109 min,109,min,['Action/Thriller'],Netflix
n3788,TV Show,Bad Blood,2019,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n3789,Movie,Chopsticks,2019,TV-MA,101 min,101,min,['Comedy'],Netflix
n3790,TV Show,Killer Ratings,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3791,Movie,Mere Pyare Prime Minister,2019,TV-MA,103 min,103,min,['Drama'],Netflix
n3792,Movie,Pegasus,2019,TV-MA,98 min,98,min,['Comedy'],Netflix
n3793,TV Show,When They See Us,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3794,Movie,Svaha: The Sixth Finger,2019,TV-MA,123 min,123,min,['International'],Netflix
n3795,TV Show,Historical Roasts,2019,TV-MA,1 Season,1,season,['Comedy'],Netflix
n3796,Movie,After Maria,2019,TV-PG,38 min,38,min,['Documentary'],Netflix
n3797,TV Show,Hyper HardBoiled Gourmet Report,2017,TV-MA,1 Season,1,season,['Documentary'],Netflix
n3798,Movie,Joy,2019,TV-MA,101 min,101,min,['Drama'],Netflix
n3799,Movie,Rim of the World,2019,TV-14,99 min,99,min,['Action/Thriller'],Netflix
n3800,TV Show,She's Gotta Have It,2018,TV-MA,2 Seasons,2,season,['Drama'],Netflix
n3801,Movie,The Perfection,2019,TV-MA,91 min,91,min,['Horror'],Netflix
n3802,TV Show,WHAT / IF,2019,TV-MA,1 Season,1,season,['Drama'],Netflix
n3803,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,TV-MA,30 min,30,min,['Comedy'],Netflix
n3804,Movie,A Tale of Two Kitchens,2019,TV-PG,30 min,30,min,['Documentary'],Netflix
n3805,Movie,The Man Who Feels No Pain,2018,TV-14,137 min,137,min,['Action/Thriller'],Netflix
n3806,Movie,Wanda Sykes: Not Normal,2019,TV-MA,66 min,66,min,['Comedy'],Netflix
n3807,TV Show,Prince of Peoria,2019,TV-G,2 Seasons,2,season,"['""Kids TV""']",Netflix
n3808,TV Show,Rosario Tijeras,2018,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n3809,TV Show,1994,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3810,Movie,Born in Gaza,2014,TV-14,70 min,70,min,['Documentary'],Netflix
n3811,Movie,Born in Syria,2016,TV-14,87 min,87,min,['Documentary'],Netflix
n3812,Movie,Dying to Tell,2018,TV-MA,88 min,88,min,['Documentary'],Netflix
n3813,TV Show,It's Bruno!,2019,TV-MA,1 Season,1,season,['Comedy'],Netflix
n3814,Movie,Maria,2019,TV-MA,90 min,90,min,['Action/Thriller'],Netflix
n3815,Movie,ReMastered: The Lion's Share,2019,TV-14,84 min,84,min,['Documentary'],Netflix
n3816,Movie,Saverio Raimondo: Il Satiro Parlante,2019,TV-MA,53 min,53,min,['Comedy'],Netflix
n3817,Movie,See You Yesterday,2019,TV-MA,87 min,87,min,['Drama'],Netflix
n3818,TV Show,White Gold,2019,TV-MA,2 Seasons,2,season,['International'],Netflix
n3819,Movie,Good Sam,2019,TV-PG,90 min,90,min,['Kids'],Netflix
n3820,Movie,Jonaki,2018,TV-MA,96 min,96,min,['Drama'],Netflix
n3821,Movie,PATRICK (2019),2019,TV-PG,94 min,94,min,['Kids'],Netflix
n3822,TV Show,Dennis and Gnasher Unleashed,2017,TV-Y,1 Season,1,season,['International'],Netflix
n3823,Movie,Hamid,2018,TV-MA,108 min,108,min,['Drama'],Netflix
n3824,TV Show,"Heidi, bienvenida a casa",2017,TV-Y,1 Season,1,season,"['""Kids TV""']",Netflix
n3825,TV Show,I Hear You,2019,TV-14,1 Season,1,season,['International'],Netflix
n3826,Movie,Backdraft 2,2019,R,102 min,102,min,['Action/Thriller'],Netflix
n3827,TV Show,Revisions,2018,TV-14,1 Season,1,season,['Sci-Fi/Fantasy'],Netflix
n3828,Movie,Still LAUGH-IN: The Stars Celebrate,2019,TV-MA,61 min,61,min,['Comedy'],Netflix
n3829,Movie,Weed the People,2018,TV-MA,94 min,94,min,['Documentary'],Netflix
n3830,Movie,Malibu Rescue,2019,TV-G,70 min,70,min,['Kids'],Netflix
n3831,Movie,Merata: How Mum Decolonised the Screen,2018,TV-14,88 min,88,min,['Documentary'],Netflix
n3832,TV Show,The Defected,2019,TV-14,1 Season,1,season,['Action/Thriller'],Netflix
n3833,Movie,Dry Martina,2018,TV-MA,100 min,100,min,['Drama'],Netflix
n3834,Movie,Shéhérazade,2019,TV-MA,111 min,111,min,['Drama'],Netflix
n3835,Movie,The Great Magician,2011,TV-14,128 min,128,min,['Action/Thriller'],Netflix
n3836,TV Show,Easy,2019,TV-MA,3 Seasons,3,season,['Comedy'],Netflix
n3837,Movie,In Family I Trust,2018,TV-MA,98 min,98,min,['Comedy'],Netflix
n3838,TV Show,Jailbirds,2019,TV-MA,1 Season,1,season,['Documentary'],Netflix
n3839,TV Show,The Mechanism,2019,TV-MA,2 Seasons,2,season,['Action/Thriller'],Netflix
n3840,TV Show,The Princess Weiyoung,2016,TV-14,1 Season,1,season,['International'],Netflix
n3841,TV Show,The Society,2019,TV-MA,1 Season,1,season,['Drama'],Netflix
n3842,Movie,Wine Country,2019,R,104 min,104,min,['Comedy'],Netflix
n3843,Movie,Gatao 2: Rise of the King,2018,TV-MA,126 min,126,min,['Action/Thriller'],Netflix
n3844,TV Show,Away From Home,2015,TV-PG,1 Season,1,season,['International'],Netflix
n3845,TV Show,Bibik-Bibikku,2016,TV-PG,1 Season,1,season,['International'],Netflix
n3846,TV Show,Cinta 100KG,2016,TV-14,1 Season,1,season,['International'],Netflix
n3847,TV Show,Cinta Iris,2015,TV-PG,1 Season,1,season,['International'],Netflix
n3848,TV Show,Cinta Si Wedding Planner,2015,TV-14,1 Season,1,season,['International'],Netflix
n3849,TV Show,Cinta Teruna Kimchi,2016,TV-PG,1 Season,1,season,['International'],Netflix
n3850,TV Show,Secret of Success,2015,TV-14,1 Season,1,season,['International'],Netflix
n3851,TV Show,The Missing Menu,2016,TV-PG,1 Season,1,season,['International'],Netflix
n3852,TV Show,Unchained Fate,2016,TV-14,1 Season,1,season,['International'],Netflix
n3853,TV Show,Abyss,2019,TV-14,1 Season,1,season,['Action/Thriller'],Netflix
n3854,TV Show,I Have a Script,2019,TV-14,1 Season,1,season,['International'],Netflix
n3855,TV Show,In the Bosom of a Thorn,2019,TV-14,1 Season,1,season,['International'],Netflix
n3856,TV Show,The Writer,2019,TV-14,1 Season,1,season,['Action/Thriller'],Netflix
n3857,TV Show,What If?,2019,TV-14,1 Season,1,season,['International'],Netflix
n3858,Movie,Last Breath,2019,TV-MA,86 min,86,min,['Documentary'],Netflix
n3859,Movie,The Wandering Earth,2019,TV-MA,125 min,125,min,['International'],Netflix
n3860,Movie,All In My Family,2019,TV-14,40 min,40,min,['Documentary'],Netflix
n3861,TV Show,Crime Diaries: Night Out,2019,TV-MA,1 Season,1,season,['Action/Thriller'],Netflix
n3862,TV Show,Cupcake & Dino - General Services,2019,TV-Y7,2 Seasons,2,season,"['""Kids TV""']",Netflix
n3863,Movie,Despite Everything,2019,TV-MA,79 min,79,min,['Comedy'],Netflix
n3864,Movie,"Extremely Wicked, Shockingly Evil and Vile",2019,R,110 min,110,min,['Drama'],Netflix
n3865,TV Show,Flinch,2019,TV-PG,1 Season,1,season,['Reality'],Netflix
n3866,Movie,Jo Pil-ho: The Dawning Rage,2018,TV-MA,128 min,128,min,['Drama'],Netflix
n3867,Movie,The Last Summer,2019,TV-14,110 min,110,min,['Comedy'],Netflix
n3868,TV Show,Tuca & Bertie,2019,TV-MA,1 Season,1,season,['Comedy'],Netflix
