job_title,salary_usd,salary_currency,experience_level,employment_type,company_name,remote_ratio,education_required,years_experience,posting_date,application_deadline,job_description_length,benefits_score,employee_residence
AI Consultant,170619,EUR,EX,CT,Algorithmic Solutions,0,PhD,10,2024-10-31,2024-11-26,741,8.5,South Korea
Deep Learning Engineer,132939,USD,SE,FT,DataVision Ltd,50,Associate,5,2024-07-14,2024-08-08,828,9.3,Canada
AI Specialist,66393,GBP,EN,FL,DataVision Ltd,0,PhD,0,2024-07-07,2024-08-02,2495,8.1,United Kingdom
NLP Engineer,132833,USD,EX,FL,Cognitive Computing,100,Master,14,2025-02-19,2025-03-31,1237,6.5,Israel
AI Architect,113981,EUR,SE,CT,Machine Intelligence Group,100,PhD,9,2024-09-23,2024-10-13,1423,9.7,France
AI Software Engineer,62296,USD,EN,CT,Predictive Systems,0,Bachelor,1,2024-04-25,2024-05-09,657,9.2,United States
Data Engineer,57980,GBP,EN,CT,Predictive Systems,50,Master,1,2024-02-04,2024-03-18,2415,7.8,India
AI Specialist,188781,USD,EX,FT,TechCorp Inc,100,PhD,19,2024-02-29,2024-03-26,1081,5.8,Denmark
AI Research Scientist,64080,USD,MI,CT,Autonomous Tech,100,Bachelor,3,2025-02-20,2025-04-09,2364,5.1,China
AI Software Engineer,64105,USD,MI,PT,Predictive Systems,100,PhD,3,2024-09-30,2024-10-19,1938,5.1,Ireland
Autonomous Systems Engineer,65562,EUR,EN,FT,Quantum Computing Inc,0,Associate,1,2024-03-10,2024-05-08,1843,6.4,Germany
Data Analyst,64985,USD,EN,PT,Advanced Robotics,100,Master,0,2025-02-15,2025-03-04,582,9.9,Canada
Deep Learning Engineer,231680,GBP,EX,FL,DataVision Ltd,50,Bachelor,10,2024-08-18,2024-10-04,797,7.0,United Kingdom
Principal Data Scientist,40301,USD,EN,CT,Smart Analytics,0,Bachelor,1,2024-07-10,2024-08-05,993,5.0,Sweden
AI Consultant,64138,USD,EN,FT,Future Systems,50,Associate,1,2025-04-28,2025-05-25,986,8.1,Ireland
ML Ops Engineer,141441,USD,EX,FT,Cognitive Computing,50,Associate,10,2024-10-19,2024-11-30,1014,5.6,United Kingdom
Deep Learning Engineer,70797,USD,EN,PT,Smart Analytics,50,Master,1,2024-04-17,2024-05-05,2015,8.0,Australia
Machine Learning Engineer,58218,GBP,EN,CT,Neural Networks Co,100,Bachelor,0,2025-04-22,2025-05-29,587,5.1,United Kingdom
Autonomous Systems Engineer,78599,USD,SE,FL,Autonomous Tech,100,Master,5,2025-04-03,2025-06-09,1428,7.4,China
AI Research Scientist,49035,USD,EN,FT,Cloud AI Solutions,100,Bachelor,0,2024-07-23,2024-09-04,1206,8.4,China
Data Scientist,156431,USD,MI,CT,Cognitive Computing,0,Bachelor,3,2024-10-06,2024-10-29,2119,9.0,Denmark
AI Specialist,120398,USD,SE,PT,Autonomous Tech,50,Associate,8,2024-02-17,2024-04-20,2398,6.5,France
Machine Learning Engineer,128145,USD,MI,PT,Quantum Computing Inc,50,PhD,3,2024-04-28,2024-05-13,1174,9.8,Japan
Data Scientist,82544,EUR,MI,FL,Autonomous Tech,100,Bachelor,3,2024-08-10,2024-08-25,1864,7.7,France
Data Engineer,89094,USD,EX,PT,Autonomous Tech,100,Master,18,2024-09-03,2024-10-15,1692,8.7,Ireland
Computer Vision Engineer,112962,USD,EX,CT,Future Systems,0,PhD,13,2024-12-07,2025-01-08,606,6.9,South Korea
Autonomous Systems Engineer,96946,USD,EX,CT,Digital Transformation LLC,50,PhD,11,2024-10-29,2024-12-23,2234,8.5,China
AI Consultant,75021,USD,SE,FT,Cognitive Computing,100,Associate,5,2024-11-15,2024-12-23,2367,8.4,Israel
ML Ops Engineer,124802,USD,EX,FL,Predictive Systems,50,Bachelor,10,2024-10-16,2024-12-26,2448,5.1,Finland
Deep Learning Engineer,235143,EUR,EX,FL,Digital Transformation LLC,0,Associate,14,2024-06-26,2024-08-15,2180,8.3,Netherlands
Machine Learning Engineer,285168,EUR,EX,CT,Cloud AI Solutions,100,Master,17,2025-02-23,2025-04-29,713,5.1,Netherlands
Head of AI,89220,USD,MI,PT,TechCorp Inc,100,Associate,3,2025-02-06,2025-04-14,582,9.4,France
Computer Vision Engineer,67015,USD,SE,CT,TechCorp Inc,100,Master,6,2024-05-09,2024-07-13,954,5.4,Finland
Data Engineer,98267,USD,SE,FL,Quantum Computing Inc,50,Bachelor,6,2024-03-14,2024-04-01,515,5.1,Canada
Principal Data Scientist,74304,USD,SE,FL,DataVision Ltd,50,Associate,9,2024-12-07,2025-01-06,1587,5.7,South Korea
AI Research Scientist,144386,USD,MI,FT,Machine Intelligence Group,100,Associate,3,2024-01-25,2024-03-15,1784,9.4,Switzerland
AI Product Manager,68278,USD,MI,CT,Future Systems,0,Bachelor,2,2025-02-24,2025-03-26,1804,6.3,India
Head of AI,130032,USD,MI,CT,Autonomous Tech,100,Bachelor,4,2024-10-31,2024-11-19,1681,9.6,Sweden
AI Architect,100069,USD,EN,FT,AI Innovations,0,PhD,0,2024-06-01,2024-08-10,923,5.3,Switzerland
AI Architect,116457,USD,SE,FT,Quantum Computing Inc,100,Associate,6,2024-03-09,2024-05-02,1631,7.4,Israel
Robotics Engineer,83927,USD,MI,FT,Digital Transformation LLC,100,PhD,3,2025-02-13,2025-03-08,2353,5.8,Sweden
Machine Learning Researcher,218752,USD,EX,CT,Digital Transformation LLC,0,Master,14,2024-12-13,2025-01-02,2155,8.8,Netherlands
Robotics Engineer,87588,USD,EN,PT,Autonomous Tech,50,Bachelor,1,2024-03-30,2024-06-05,1397,9.1,Sweden
AI Product Manager,83604,EUR,MI,CT,Quantum Computing Inc,50,Bachelor,4,2024-02-02,2024-03-17,2339,6.7,France
Autonomous Systems Engineer,82096,USD,SE,CT,Future Systems,100,Master,9,2024-07-14,2024-07-31,1244,7.0,Ireland
AI Research Scientist,69978,USD,EN,FL,Digital Transformation LLC,50,Bachelor,1,2025-01-10,2025-03-23,2468,9.7,Sweden
NLP Engineer,139424,USD,SE,CT,TechCorp Inc,0,Master,7,2025-02-11,2025-04-19,1613,6.5,United States
AI Architect,63861,EUR,EN,FT,AI Innovations,100,PhD,1,2024-05-22,2024-08-03,940,7.4,France
Data Analyst,104156,USD,SE,PT,Smart Analytics,0,PhD,6,2024-05-12,2024-06-12,1982,5.9,Austria
Data Scientist,101466,USD,MI,FT,DeepTech Ventures,0,PhD,2,2024-09-19,2024-10-23,1443,9.4,Singapore
Principal Data Scientist,82895,USD,MI,FL,TechCorp Inc,100,Master,3,2025-04-19,2025-05-18,1604,7.9,United Kingdom
Computer Vision Engineer,97654,EUR,MI,CT,Cognitive Computing,100,Bachelor,3,2024-03-30,2024-05-24,890,6.8,Netherlands
AI Product Manager,153377,USD,SE,CT,Predictive Systems,0,Master,7,2024-12-03,2025-02-10,1823,5.5,Switzerland
Autonomous Systems Engineer,132731,USD,SE,CT,Cloud AI Solutions,50,Associate,7,2024-01-08,2024-02-24,690,6.6,United States
AI Product Manager,164096,USD,SE,CT,AI Innovations,100,Bachelor,9,2024-06-13,2024-08-04,524,8.0,Norway
ML Ops Engineer,187473,USD,SE,FL,DeepTech Ventures,50,PhD,6,2024-07-20,2024-09-09,1388,5.6,Denmark
NLP Engineer,90961,USD,EX,PT,Advanced Robotics,50,Bachelor,10,2024-11-04,2025-01-15,751,5.1,France
Data Engineer,246407,USD,EX,PT,AI Innovations,100,Master,14,2025-01-12,2025-03-01,1794,8.3,Norway
Machine Learning Engineer,109701,USD,SE,CT,Cognitive Computing,50,Master,9,2024-06-02,2024-06-27,809,9.5,Finland
Computer Vision Engineer,94667,USD,SE,PT,DeepTech Ventures,100,PhD,5,2024-09-13,2024-10-14,2352,7.8,Finland
Research Scientist,147721,USD,EX,FL,Digital Transformation LLC,100,Master,14,2025-03-04,2025-03-25,1956,5.3,Israel
AI Consultant,108612,USD,MI,PT,Machine Intelligence Group,50,Bachelor,4,2025-03-24,2025-05-02,965,5.5,Norway
Deep Learning Engineer,111124,USD,EN,FL,Algorithmic Solutions,0,Associate,1,2024-07-19,2024-09-13,2381,9.5,Denmark
Computer Vision Engineer,87616,USD,MI,FT,Cognitive Computing,0,Associate,2,2025-02-23,2025-04-11,2159,6.2,Singapore
AI Research Scientist,78980,EUR,MI,PT,DeepTech Ventures,50,Associate,3,2024-05-06,2024-07-12,905,9.3,Netherlands
AI Specialist,155387,EUR,SE,FT,AI Innovations,100,Bachelor,5,2025-03-23,2025-04-21,811,8.5,Netherlands
NLP Engineer,113032,USD,SE,FL,Cloud AI Solutions,100,PhD,8,2025-01-21,2025-02-12,1743,7.7,France
Research Scientist,177501,USD,SE,CT,DeepTech Ventures,0,Associate,7,2024-09-02,2024-11-02,1736,6.2,United States
Machine Learning Researcher,131179,USD,MI,CT,Quantum Computing Inc,50,Master,4,2024-03-25,2024-04-23,974,5.2,Singapore
Data Engineer,144032,EUR,EX,FT,Autonomous Tech,50,Associate,14,2024-06-24,2024-08-11,691,7.8,Canada
AI Architect,171974,EUR,EX,CT,AI Innovations,0,Master,18,2024-05-17,2024-07-13,630,9.7,France
Head of AI,65319,USD,SE,FT,Algorithmic Solutions,0,Master,7,2024-12-15,2025-01-28,739,5.6,India
Data Analyst,51539,USD,MI,PT,AI Innovations,100,PhD,3,2024-11-07,2024-12-08,1343,9.4,China
Research Scientist,71993,USD,MI,PT,Smart Analytics,50,Associate,3,2024-10-27,2024-11-28,665,7.3,Finland
Principal Data Scientist,56016,USD,EN,FT,TechCorp Inc,0,Associate,1,2025-01-22,2025-04-04,1780,8.1,South Korea
Deep Learning Engineer,70289,EUR,MI,PT,Predictive Systems,0,Master,4,2024-12-24,2025-02-06,2218,9.3,Germany
Robotics Engineer,43762,USD,EN,PT,Machine Intelligence Group,0,PhD,1,2024-05-18,2024-07-29,1583,8.4,India
ML Ops Engineer,39741,USD,EN,PT,DataVision Ltd,100,Bachelor,0,2024-07-10,2024-09-21,1961,5.0,Ireland
AI Specialist,72957,USD,EN,CT,Cloud AI Solutions,100,PhD,1,2024-05-18,2024-06-24,2446,6.4,Switzerland
Machine Learning Engineer,107417,USD,SE,FT,Digital Transformation LLC,100,Master,9,2024-01-25,2024-03-31,2101,8.7,South Korea
AI Software Engineer,133362,USD,SE,FL,Predictive Systems,50,PhD,7,2025-03-26,2025-06-03,2437,6.6,Denmark
Machine Learning Researcher,116395,EUR,MI,CT,Cognitive Computing,100,Master,2,2024-07-30,2024-09-30,1163,9.2,Netherlands
AI Architect,63535,USD,EN,CT,Smart Analytics,50,PhD,0,2024-03-02,2024-03-18,1566,5.2,Austria
Head of AI,48714,USD,EN,FL,TechCorp Inc,100,Master,0,2024-01-28,2024-03-08,1321,6.7,Japan
AI Consultant,79545,USD,MI,CT,Advanced Robotics,50,Bachelor,2,2024-01-28,2024-03-16,1701,5.9,United Kingdom
AI Consultant,72885,USD,MI,CT,Cognitive Computing,0,PhD,3,2024-03-02,2024-03-29,1846,6.1,India
Data Engineer,84000,USD,MI,FL,Digital Transformation LLC,50,Master,4,2024-06-29,2024-07-25,1999,5.2,Australia
Data Analyst,61583,USD,MI,FT,Cognitive Computing,0,Bachelor,3,2024-05-17,2024-07-22,1294,8.6,South Korea
Computer Vision Engineer,74575,USD,SE,FL,Cognitive Computing,100,Bachelor,5,2024-05-05,2024-06-06,782,6.0,Japan
Robotics Engineer,105559,USD,EX,PT,Advanced Robotics,100,Associate,16,2025-04-06,2025-05-28,1809,6.1,India
Computer Vision Engineer,64824,USD,SE,FL,Neural Networks Co,100,Master,7,2024-04-21,2024-06-18,1659,8.8,South Korea
Robotics Engineer,106708,USD,SE,PT,Neural Networks Co,0,Master,5,2025-02-05,2025-02-24,976,8.7,Finland
Principal Data Scientist,82632,USD,EN,CT,Machine Intelligence Group,100,Master,0,2024-04-07,2024-05-14,2111,8.6,Norway
Research Scientist,333499,USD,EX,FL,Future Systems,50,Master,19,2025-03-02,2025-03-26,1347,8.8,United States
AI Architect,100856,EUR,MI,FT,Machine Intelligence Group,100,Bachelor,4,2024-09-06,2024-11-03,2006,8.4,Netherlands
AI Product Manager,109581,USD,SE,FL,Machine Intelligence Group,100,Associate,5,2024-03-18,2024-05-03,1862,9.6,Singapore
Data Analyst,111612,EUR,SE,FT,Smart Analytics,50,Associate,6,2024-03-10,2024-05-15,1825,8.7,France
Computer Vision Engineer,165635,USD,EX,CT,Digital Transformation LLC,0,Associate,14,2025-01-08,2025-02-27,2474,8.0,Ireland
Machine Learning Researcher,240528,USD,SE,CT,Smart Analytics,50,PhD,5,2025-04-14,2025-05-31,1165,8.0,South Korea
Data Engineer,117991,GBP,MI,FT,DeepTech Ventures,0,Associate,3,2024-09-20,2024-11-10,1500,9.0,United Kingdom
Data Scientist,122052,USD,EX,CT,TechCorp Inc,100,Associate,10,2024-07-31,2024-08-15,1008,9.2,Finland
Principal Data Scientist,198951,USD,EX,CT,Smart Analytics,100,PhD,18,2025-01-30,2025-04-10,502,9.9,China
AI Software Engineer,64398,USD,MI,FL,Machine Intelligence Group,50,PhD,3,2024-02-14,2024-03-07,1842,8.6,China
Data Scientist,164033,USD,SE,FL,Digital Transformation LLC,100,Bachelor,6,2024-08-17,2024-10-13,1324,7.2,Australia
Deep Learning Engineer,42906,USD,EN,PT,Digital Transformation LLC,0,Master,0,2024-08-25,2024-10-30,1089,9.0,China
AI Product Manager,303956,USD,EX,FT,TechCorp Inc,100,Bachelor,10,2025-01-07,2025-02-22,1550,7.8,United States
AI Product Manager,64907,USD,SE,CT,Machine Intelligence Group,100,PhD,5,2024-09-05,2024-09-24,1740,7.9,China
Autonomous Systems Engineer,96951,USD,EX,CT,TechCorp Inc,50,Master,10,2024-03-12,2024-05-02,1852,8.2,China
AI Software Engineer,151513,USD,EX,FT,Advanced Robotics,0,PhD,18,2024-04-25,2024-05-11,1257,9.6,Israel
AI Consultant,94102,USD,SE,FT,Quantum Computing Inc,100,PhD,7,2024-06-05,2024-07-31,1171,5.4,South Korea
Autonomous Systems Engineer,155661,USD,EX,CT,TechCorp Inc,100,Associate,11,2024-08-17,2024-09-22,520,5.4,India
Machine Learning Engineer,79933,USD,EN,PT,Algorithmic Solutions,100,Bachelor,1,2024-05-24,2024-06-14,1952,8.9,Norway
Data Scientist,152727,USD,EX,CT,DeepTech Ventures,50,Associate,14,2025-02-28,2025-03-24,1965,6.7,China
AI Consultant,50646,USD,EN,FT,Cognitive Computing,0,Associate,0,2024-05-17,2024-07-24,865,7.3,Austria
Autonomous Systems Engineer,97519,USD,EX,CT,Future Systems,0,Master,10,2024-10-25,2024-12-02,793,5.8,United Kingdom
Machine Learning Engineer,158760,EUR,SE,CT,Smart Analytics,100,Master,5,2024-03-27,2024-05-26,949,7.2,Germany
Data Analyst,54270,USD,MI,FT,Cognitive Computing,0,Master,4,2024-05-07,2024-05-30,1995,7.9,Switzerland
AI Product Manager,172199,USD,SE,CT,Machine Intelligence Group,100,Associate,6,2024-08-07,2024-09-21,1846,6.3,China
ML Ops Engineer,72276,USD,SE,PT,Autonomous Tech,0,Associate,8,2024-12-05,2025-01-04,1081,7.6,Australia
Computer Vision Engineer,289765,USD,EX,FT,Cognitive Computing,50,PhD,18,2024-04-22,2024-06-09,2485,9.6,Australia
Machine Learning Researcher,173297,USD,EX,FT,Autonomous Tech,100,Bachelor,18,2024-07-25,2024-09-29,2451,6.9,Canada
AI Research Scientist,93862,USD,SE,FT,Predictive Systems,50,Master,8,2024-05-29,2024-06-18,1297,5.0,Finland
Deep Learning Engineer,239105,USD,EX,FL,DeepTech Ventures,100,PhD,10,2024-03-13,2024-04-19,754,8.6,Australia
Research Scientist,138400,USD,EX,FT,AI Innovations,50,Associate,15,2024-09-17,2024-11-14,1638,7.8,China
AI Research Scientist,122919,USD,SE,PT,Advanced Robotics,50,Master,5,2024-10-23,2024-11-09,549,5.2,Norway
AI Specialist,96326,USD,SE,FT,Future Systems,0,PhD,5,2025-01-29,2025-02-16,1439,8.8,Australia
Machine Learning Researcher,59470,USD,EN,CT,Future Systems,50,Associate,0,2024-04-25,2024-06-20,1262,8.3,China
AI Architect,90924,USD,SE,FL,Cognitive Computing,50,Master,6,2024-09-08,2024-11-18,1004,9.7,Denmark
Deep Learning Engineer,307943,USD,EX,FT,Predictive Systems,50,Bachelor,10,2024-04-18,2024-06-22,1777,5.5,Norway
AI Specialist,177128,USD,EX,FL,Digital Transformation LLC,0,PhD,13,2024-02-14,2024-03-14,1977,5.1,United States
Deep Learning Engineer,218946,USD,EX,FL,Algorithmic Solutions,50,Master,15,2024-02-07,2024-03-22,2152,5.6,United States
Autonomous Systems Engineer,241397,EUR,EX,CT,Autonomous Tech,0,Bachelor,19,2025-03-04,2025-05-06,1969,7.3,Netherlands
AI Research Scientist,117350,USD,SE,FL,Cognitive Computing,100,Associate,9,2025-02-19,2025-03-31,1907,8.0,United States
Deep Learning Engineer,66236,USD,EN,FL,Future Systems,50,Bachelor,0,2024-09-26,2024-11-26,1710,7.8,United Kingdom
Autonomous Systems Engineer,87324,USD,MI,FT,Advanced Robotics,50,PhD,4,2024-04-05,2024-06-06,2423,8.4,Sweden
AI Research Scientist,254413,USD,EX,PT,AI Innovations,0,Master,13,2024-12-19,2025-02-16,2253,9.6,Norway
AI Research Scientist,120189,USD,EX,FT,Quantum Computing Inc,100,Master,16,2025-01-10,2025-03-15,1515,7.7,United Kingdom
Data Analyst,161152,USD,MI,FT,Autonomous Tech,0,PhD,3,2024-08-16,2024-09-06,1285,6.2,Switzerland
AI Research Scientist,39749,USD,EN,FT,TechCorp Inc,100,Associate,0,2024-06-29,2024-07-14,1176,5.8,Israel
NLP Engineer,79803,USD,MI,FT,Quantum Computing Inc,100,PhD,3,2025-02-01,2025-04-09,1164,10.0,Netherlands
Autonomous Systems Engineer,84693,USD,EN,PT,Advanced Robotics,100,Master,0,2024-03-29,2024-04-28,1442,8.4,Singapore
Data Scientist,57086,USD,EN,PT,Smart Analytics,50,Master,1,2025-03-25,2025-05-05,2310,9.4,Singapore
Data Scientist,141733,USD,EX,FL,Smart Analytics,0,Master,12,2024-04-07,2024-05-15,2019,9.5,Ireland
Head of AI,162193,EUR,EX,PT,Smart Analytics,50,PhD,15,2025-04-24,2025-06-13,636,6.1,Austria
Autonomous Systems Engineer,90319,USD,MI,PT,DeepTech Ventures,0,Associate,4,2024-08-18,2024-10-27,2018,5.5,Sweden
AI Research Scientist,70272,USD,EN,FL,Advanced Robotics,50,Master,0,2024-01-11,2024-03-05,535,5.9,South Korea
AI Consultant,44200,USD,EN,PT,Machine Intelligence Group,0,PhD,0,2024-11-28,2025-01-30,1395,7.1,Austria
NLP Engineer,63660,USD,EN,FL,Autonomous Tech,50,Associate,1,2024-09-30,2024-11-23,675,9.4,Germany
Machine Learning Researcher,53197,USD,EN,FT,Neural Networks Co,100,Bachelor,1,2024-08-08,2024-10-10,727,9.9,Israel
Deep Learning Engineer,53075,USD,EN,PT,Cognitive Computing,50,Master,1,2024-02-14,2024-03-06,1327,6.8,China
Data Analyst,51333,USD,MI,FL,TechCorp Inc,50,PhD,3,2024-01-22,2024-02-19,2434,7.1,Denmark
Research Scientist,203401,USD,EX,FT,Smart Analytics,0,Bachelor,18,2024-04-08,2024-05-17,1989,7.9,South Korea
Data Engineer,201600,USD,EX,CT,Smart Analytics,0,Bachelor,16,2024-10-19,2024-11-24,1431,5.7,Japan
AI Specialist,77541,USD,SE,FT,Algorithmic Solutions,50,PhD,6,2024-06-06,2024-06-23,1304,8.5,China
AI Specialist,93057,USD,SE,PT,Quantum Computing Inc,100,PhD,6,2024-12-02,2024-12-30,550,9.4,India
Principal Data Scientist,79396,USD,MI,CT,DeepTech Ventures,0,PhD,3,2024-08-03,2024-10-03,1374,5.5,Sweden
Machine Learning Researcher,202165,EUR,EX,PT,Future Systems,100,Associate,15,2025-01-15,2025-03-14,1711,8.5,France
Head of AI,117182,USD,SE,FL,Autonomous Tech,100,Bachelor,7,2025-04-18,2025-05-22,1759,9.3,Japan
AI Research Scientist,79983,EUR,MI,FL,Smart Analytics,50,Bachelor,2,2024-12-26,2025-02-02,2476,9.5,Netherlands
Robotics Engineer,167175,USD,SE,CT,TechCorp Inc,0,Associate,8,2024-06-04,2024-07-20,631,6.5,Australia
NLP Engineer,164681,USD,SE,FT,Cognitive Computing,0,PhD,5,2024-11-27,2025-01-04,966,7.0,Norway
AI Specialist,123157,USD,EX,CT,Digital Transformation LLC,0,Bachelor,17,2024-01-17,2024-03-22,684,9.1,South Korea
AI Software Engineer,90891,USD,MI,PT,Algorithmic Solutions,50,PhD,4,2024-05-31,2024-06-22,1476,7.3,Denmark
Research Scientist,185520,USD,EX,PT,Algorithmic Solutions,0,Associate,14,2024-04-28,2024-06-28,1854,9.7,Canada
AI Product Manager,59261,USD,MI,PT,DeepTech Ventures,100,Master,2,2024-02-08,2024-04-03,509,6.9,Austria
Machine Learning Engineer,100127,USD,SE,FL,TechCorp Inc,50,Associate,9,2024-07-09,2024-08-16,1818,6.6,United Kingdom
Autonomous Systems Engineer,105443,USD,MI,FL,Predictive Systems,0,Master,3,2024-12-16,2025-02-16,536,6.7,Norway
Data Scientist,70305,USD,EN,FL,DeepTech Ventures,50,Bachelor,0,2025-01-13,2025-02-08,1804,5.5,United States
Research Scientist,150770,GBP,SE,FT,Machine Intelligence Group,50,Bachelor,7,2024-08-12,2024-10-04,602,6.6,United Kingdom
Data Analyst,98483,USD,SE,CT,TechCorp Inc,100,Associate,8,2024-03-28,2024-06-06,1185,6.6,Austria
Deep Learning Engineer,263671,USD,EX,PT,AI Innovations,50,Master,16,2024-12-13,2025-01-12,575,9.8,India
Robotics Engineer,50643,USD,MI,PT,Cloud AI Solutions,0,Associate,4,2025-02-11,2025-04-06,1533,8.5,Israel
Autonomous Systems Engineer,133001,GBP,MI,CT,Neural Networks Co,50,Associate,2,2024-01-23,2024-02-25,1048,9.6,United Kingdom
Principal Data Scientist,176450,EUR,EX,CT,Predictive Systems,100,PhD,16,2024-02-20,2024-03-20,540,7.8,Netherlands
Deep Learning Engineer,52926,USD,EN,FT,Cloud AI Solutions,50,Associate,0,2024-09-24,2024-10-29,1021,5.7,Japan
Principal Data Scientist,252374,USD,EX,PT,Predictive Systems,100,Master,18,2024-09-04,2024-09-25,2307,8.8,Singapore
Head of AI,200027,USD,SE,FL,Cognitive Computing,0,Associate,9,2025-01-05,2025-01-26,1659,8.7,Netherlands
Principal Data Scientist,100661,EUR,SE,FL,Digital Transformation LLC,50,PhD,8,2025-01-25,2025-03-29,2273,5.7,Ireland
AI Product Manager,57656,USD,EN,FL,Cognitive Computing,0,PhD,1,2024-05-09,2024-06-28,712,7.5,Singapore
NLP Engineer,120522,GBP,SE,CT,Machine Intelligence Group,50,Bachelor,6,2024-03-08,2024-04-16,1483,5.8,United Kingdom
Data Analyst,75483,USD,EN,FT,Digital Transformation LLC,100,Associate,0,2024-05-17,2024-07-23,826,8.8,Denmark
NLP Engineer,82605,USD,MI,FT,Algorithmic Solutions,100,Associate,3,2024-02-23,2024-03-28,773,6.8,Ireland
Research Scientist,54959,USD,EN,CT,AI Innovations,100,PhD,1,2024-02-18,2024-03-30,713,5.3,Singapore
Deep Learning Engineer,52281,EUR,EN,PT,Cognitive Computing,50,Associate,1,2024-09-12,2024-11-22,1558,9.9,Netherlands
AI Architect,105089,USD,MI,FL,Digital Transformation LLC,100,Master,4,2024-03-09,2024-05-16,1512,9.4,Sweden
AI Product Manager,85053,USD,MI,FL,DataVision Ltd,50,Master,3,2024-03-25,2024-05-21,1617,6.6,Finland
Deep Learning Engineer,62126,USD,MI,FT,TechCorp Inc,0,Bachelor,3,2024-06-16,2024-08-20,523,6.6,China
AI Research Scientist,45086,USD,EN,CT,Digital Transformation LLC,0,Associate,1,2024-12-13,2025-02-23,1760,7.5,Japan
NLP Engineer,278383,USD,EX,PT,Machine Intelligence Group,100,Bachelor,14,2024-09-22,2024-11-30,603,8.1,Sweden
Autonomous Systems Engineer,204544,USD,EX,CT,DeepTech Ventures,50,Bachelor,19,2024-10-03,2024-10-27,936,7.1,Ireland
AI Specialist,181070,USD,EX,CT,TechCorp Inc,100,Associate,17,2024-11-25,2025-01-04,1344,7.3,Singapore
Research Scientist,64369,USD,EN,FL,DeepTech Ventures,0,Bachelor,1,2024-12-29,2025-02-07,871,8.0,Norway
Principal Data Scientist,121416,USD,MI,CT,Future Systems,0,PhD,3,2024-08-25,2024-09-30,1123,9.3,Singapore
Deep Learning Engineer,83480,USD,EN,CT,Quantum Computing Inc,50,Associate,0,2025-02-27,2025-05-07,1794,8.0,Singapore
Robotics Engineer,67930,USD,MI,FL,Digital Transformation LLC,50,Bachelor,4,2025-03-20,2025-04-09,1759,7.6,China
NLP Engineer,215202,USD,EX,FL,DeepTech Ventures,100,Associate,13,2024-07-17,2024-09-13,1662,5.0,Norway
Research Scientist,172847,USD,EX,PT,DataVision Ltd,100,Master,19,2024-10-03,2024-12-08,1511,8.5,Switzerland
AI Consultant,109580,USD,SE,CT,Neural Networks Co,0,Bachelor,9,2024-04-30,2024-06-22,623,6.0,Israel
Principal Data Scientist,182407,USD,EX,PT,TechCorp Inc,0,PhD,10,2025-03-12,2025-05-20,1891,7.7,Sweden
AI Product Manager,36185,USD,EN,FT,Digital Transformation LLC,0,Bachelor,0,2024-04-08,2024-05-18,1771,7.3,China
Machine Learning Engineer,120678,USD,EN,FL,Digital Transformation LLC,0,PhD,0,2024-01-06,2024-03-09,1121,8.2,Switzerland
AI Consultant,137292,USD,EX,CT,TechCorp Inc,0,PhD,15,2024-01-13,2024-02-27,1141,8.3,United Kingdom
